"pid","assessed_value"
250,218098.127810409
251,178811.713633333
252,101563.384355826
253,318799.5412
254,259255.501314286
255,83831.1770333334
256,241637.125953968
257,277321.215461539
258,322501.665357143
259,234523.24755873
260,150345.123866667
261,559538.023333333
262,95801.5417714286
263,346852.126784849
264,453329.959366667
265,293146.2891
266,252131.237655556
267,403453.869190476
268,247107.483587302
269,133865.062634921
270,331181.658692552
271,103463.016719048
272,83569.0773595238
273,139563.7844
274,105534.587042857
275,236142.318544444
276,445762.352838095
277,90332.231552381
278,94782.554851948
279,329083.2746
280,569092.840590476
281,562886.543466667
282,220548.393438095
283,538765.691555556
284,270467.81271746
285,129300.9454
286,271509.044922222
287,64994.8105055556
288,1093971.9787
289,764336.815714285
290,654335.025966666
291,178004.361328571
292,295552.975955611
293,1310476.18779048
294,329158.840218182
295,166453.007238095
296,66297.8491374478
297,292152.452390476
298,60278.9067862069
299,87495.9882047619
300,182481.778730014
301,98060.3397714285
302,235115.681196581
303,726679.822061905
304,379903.690474186
305,271949.762311111
306,377321.5148
307,568265.28945
308,155515.792971429
309,293605.113895238
310,242306.971877778
311,584613.885292308
312,840496.907809524
313,59297.3794777778
314,124104.597158259
315,364016.8088
316,269518.383766667
317,391637.623666667
318,103971.427327273
319,610995.848533333
320,349248.711989899
321,331192.094769841
322,252299.763828571
323,233710.440485714
324,129200.204309524
325,95402.8689
326,681493.4352
327,61877.4910333333
328,267932.688642857
329,141762.027755556
330,230843.710466667
331,98393.3680714285
332,42457.1292
333,90941.7294650793
334,265146.299538095
335,278456.713033333
336,186203.341833333
337,210753.878069997
338,548906.835733333
339,164985.962490909
340,312491.846453968
341,615266.3316
342,415040.96755065
343,190653.042303663
344,121212.316777778
345,113740.906488889
346,140508.573
347,424768.073595238
348,93965.6026353034
349,512181.0198
350,405483.1763
351,543797.350699567
352,243533.645111111
353,172050.73827619
354,208299.470733333
355,37213.660060606
356,154449.513681563
357,169233.749818204
358,257189.269453623
359,118179.972276923
360,257088.552266667
361,302612.277066667
362,75696.0328626482
363,168129.582585057
364,260550.782473684
365,72079.6676142857
366,498427.603709524
367,413304.859533333
368,190404.772366667
369,352662.152033333
370,363705.029366667
371,71955.1644811422
372,234666.3632
373,125584.472133333
374,795684.164152381
375,165532.860766667
376,376160.184405628
377,163621.622633333
378,258487.958233333
379,278974.642940351
380,263373.544138095
381,98952.7017666667
382,310656.6651
383,1792323.3601
384,117076.928757143
385,238356.461309524
386,71225.3319333333
387,212124.148723809
388,368930.9503
389,557950.010466667
390,187907.839523521
391,290408.763309957
392,234939.410547619
393,202881.602028571
394,1614518.03423333
395,332011.449933333
396,319379.179520635
397,297121.493050649
398,59496.0056939394
399,409143.417195238
400,124520.722
401,287206.7519
402,260347.3167
403,313095.895609091
404,312829.210552381
405,240181.0655
406,92946.1475523809
407,282101.352833333
408,267034.794233333
409,238666.238617316
410,312532.892168398
411,240539.169766667
412,616758.305666667
413,186213.466233333
414,157849.306657143
415,287901.925352381
416,308920.0252
417,713331.083823809
418,341610.947233333
419,217583.841686905
420,219743.2725
421,367870.3303
422,324516.075687552
423,61707.3293857143
424,261376.480780952
425,367728.721133333
426,175823.337766667
427,446764.805109524
428,200515.4931
429,262656.774333333
430,286426.760733333
431,574239.746680952
432,251604.767656277
433,466290.2997
434,120687.239390476
435,498747.6842
436,130039.59152381
437,245768.919563095
438,160158.591733333
439,1473668.95074978
440,140103.7158
441,326681.3146
442,131604.821833333
443,397347.406412121
444,274791.130182342
445,534194.262990476
446,670496.072164286
447,405033.3133
448,216819.650704762
449,269206.800904762
450,296522.502350916
451,443932.306733333
452,940469.627514286
453,179726.3913
454,84434.2338349206
455,221900.016857143
456,321760.300366667
457,278888.593866667
458,1970353.76386667
459,211359.761687879
460,1351356.41363333
461,397293.139533333
462,346126.607333333
463,139487.728934921
464,318139.255352381
465,141369.836511111
466,168311.956878788
467,610812.747966667
468,203673.62152619
469,325292.20884359
470,208301.270504762
471,279349.362821212
472,238431.932387879
473,389751.326247619
474,296872.926921569
475,137716.607777778
476,112838.992342857
477,280094.16157619
478,378373.587569841
479,139074.477033333
480,234558.304442857
481,161631.344877778
482,201694.213244445
483,144276.978190476
484,147450.986271429
485,96747.8661675214
486,68457.6665
487,571506.350633333
488,767698.369633333
489,194787.379728571
490,586242.18740974
491,159558.538706349
492,174405.477142857
493,1021487.1135
494,609358.8793
495,905883.304233333
496,151311.66315292
497,184990.499393651
498,372643.2545
499,150676.931366667
500,296299.142
501,921888.956377778
502,445017.112171428
503,881910.894666667
504,300166.242780952
505,285679.4578
506,1037064.90016667
507,116161.921525517
508,364242.227266667
509,290223.266
510,909262.335985714
511,809126.3898
512,106971.478590476
513,258081.740533333
514,385222.068933333
515,439665.317619048
516,677954.4566
517,248150.679042857
518,137367.333171429
519,199014.962865151
520,134877.887828205
521,719165.3457
522,185228.958266667
523,89592.1574333333
524,88723.6215
525,125681.225088889
526,440279.140033333
527,336151.232866667
528,169746.575988889
529,184183.911533333
530,450321.284517949
531,296105.578052991
532,74120.6039
533,332263.392266667
534,114620.264233333
535,319946.400695238
536,78133.2988046784
537,309877.6805
538,341201.794633333
539,279914.506433333
540,87527.9914687316
541,282557.1665
542,216582.7823
543,647412.237566667
544,306902.523
545,204578.6699
546,487197.646957576
547,307227.622128571
548,634003.556
549,131104.403233333
550,164289.959352525
551,186354.159328571
552,277263.8916
553,225976.57677619
554,215630.187132057
555,96381.3322666666
556,1428207.3656
557,82188.8981476191
558,342388.36600293
559,443554.079334921
560,736234.268185714
561,139931.182746032
562,553070.390333333
563,200771.452633333
564,150844.000123809
565,425718.805323809
566,808007.810966667
567,172724.391511111
568,167344.1183
569,639877.572795238
570,367054.922566667
571,294532.639086957
572,398392.482133333
573,86456.8844238096
574,141631.574549573
575,1277789.46703333
576,371156.961107937
577,1103858.7094
578,118575.921366667
579,337608.673133333
580,109294.758888638
581,440090.953333334
582,54184.6095263772
583,242155.722101754
584,188416.160566667
585,346138.5371
586,197704.550812088
587,204990.492694203
588,501011.788
589,298230.0082
590,221208.492985714
591,101799.068294372
592,408557.997533333
593,365469.597903175
594,111178.827266667
595,208263.0641
596,391206.088459524
597,213345.893177193
598,231421.183147619
599,169887.149577778
600,235833.566126984
601,463747.501433333
602,717240.4184
603,398343.918204762
604,239414.0814
605,278463.319221212
606,294386.495177778
607,41891.7155589743
608,322555.9035
609,82989.9242333334
610,292274.267892308
611,934622.387533333
612,727735.541452381
613,244238.037742857
614,163126.751167208
615,219700.1516
616,579849.252466667
617,127991.053601307
618,303304.244595238
619,402065.966533333
620,256362.967954945
621,345387.388411111
622,222353.701752381
623,196759.152372294
624,114196.376228571
625,164866.770109524
626,199878.592207937
627,652459.2648
628,43164.6927726884
629,320577.276885714
630,92558.0372809524
631,504510.234166667
632,69878.685989011
633,125215.353961905
634,1085151.47650952
635,242696.831288889
636,492920.786185714
637,177870.501984848
638,64224.8239738928
639,173361.73212381
640,548920.695333333
641,226698.335933333
642,337824.451425397
643,384472.0895
644,315360.8785
645,639010.758912121
646,345362.424433333
647,282179.557344444
648,380690.922090476
649,284501.775818182
650,172592.184422222
651,153362.65927619
652,371403.240233333
653,211048.508266667
654,228789.294184127
655,483538.256283333
656,1170447.37516667
657,277726.052890476
658,139590.147909524
659,105349.897742929
660,199913.181419048
661,188661.002829293
662,255701.574080611
663,317411.390723832
664,211493.5869
665,232105.993533333
666,292139.616211905
667,716442.235895238
668,53370.2339599512
669,779422.723233333
670,268582.62302924
671,428607.3567
672,426058.144893506
673,424969.988133333
674,333522.829633333
675,93394.4224872905
676,506457.293166667
677,265565.1193
678,134700.496142857
679,192172.398903175
680,533325.9793
681,316197.3805
682,629399.4303
683,143334.324533333
684,337976.488466667
685,274281.635766667
686,300119.755185714
687,251425.777647619
688,201913.523272222
689,303209.612380112
690,329977.145131746
691,141423.685833333
692,57462.9508224387
693,114164.050945421
694,222461.650055556
695,205811.7014
696,264215.948261905
697,212874.355888889
698,215344.748919048
699,178238.665373027
700,187341.0471
701,142568.2437
702,723499.5132
703,277820.132166667
704,346112.156933333
705,87368.8286952381
706,553934.590833333
707,593535.860933334
708,210953.539342857
709,44926.6879333333
710,239751.860688889
711,315157.143266667
712,656679.9602
713,265884.411771429
714,108979.675333333
715,119190.982189499
716,522445.0236
717,294440.922266667
718,421564.422144445
719,255018.4579
720,96459.7554666667
721,280224.128457143
722,333734.330933333
723,1179933.7682
724,53351.6776476191
725,137400.932733333
726,284532.496357143
727,182008.256492064
728,47685.9272666667
729,406587.015433333
730,138737.465691053
731,301488.879585714
732,1176693.0088
733,100967.107642857
734,394516.849290476
735,175692.323818391
736,178618.185595238
737,62467.6920476191
738,305671.454809524
739,133517.051202164
740,225019.775133333
741,89590.9392948052
742,228674.7231
743,467485.922504762
744,2040140.95156667
745,733339.778795238
746,395332.062569697
747,244768.103530202
748,40794.4890833333
749,309825.94485
750,143202.335765079
751,479953.9459
752,63901.4682279221
753,344285.096515686
754,468664.700085714
755,126475.438140476
756,489007.124138095
757,133815.725528205
758,281906.3811
759,50054.6653666667
760,911864.964933334
761,153842.390195238
762,259513.296733333
763,389590.5011
764,723778.989866667
765,260368.795580952
766,192673.190466667
767,187759.871229304
768,171445.371105964
769,432068.746133333
770,360332.450576191
771,232593.784055556
772,40086.2934122807
773,410002.12382684
774,386271.8416
775,525026.997566667
776,1267383.1671
777,866703.300583333
778,272302.294166667
779,80774.220261039
780,526002.267352381
781,275827.135866667
782,207380.796837851
783,283118.837433333
784,164051.082226984
785,68468.4889837829
786,148757.107761905
787,351280.858742857
788,345982.480466667
789,140713.034342857
790,1328758.45003333
791,210945.419566667
792,467520.9965
793,73048.3855868687
794,454283.158190476
795,2103557.0955
796,446601.986166667
797,165634.329028571
798,384646.3092
799,273321.7442
800,445756.793455556
801,179238.188708425
802,261088.175866667
803,183151.2517
804,346283.755866667
805,71490.0205148148
806,252710.192478754
807,274382.073519048
808,474468.8448
809,461502.275605628
810,86912.1554380952
811,619823.554433333
812,210856.497416667
813,307498.236528571
814,529708.286836364
815,196977.8364
816,354721.081528571
817,284348.782987879
818,169154.616697802
819,182506.6098
820,604538.9705
821,85224.9670333334
822,214399.03605873
823,336896.515093939
824,144390.272923243
825,228845.102508333
826,144626.334555556
827,370813.39
828,215039.542175851
829,419154.261824242
830,316919.931033333
831,199189.415604762
832,519573.713526144
833,139820.148677778
834,718180.280633333
835,246272.470352381
836,188412.772949062
837,846960.257057142
838,253823.249390476
839,153921.329609524
840,532929.195333333
841,370919.350780952
842,185535.471060614
843,68006.6956253968
844,216839.9917
845,159644.807074074
846,207149.940333333
847,351858.979533333
848,499131.414457143
849,132731.90482619
850,311352.4814
851,527391.898966667
852,204943.369433333
853,235747.1795
854,63314.8277260126
855,233457.316127451
856,530170.594
857,161897.434897619
858,57178.4006190476
859,231316.950066666
860,61076.1524
861,165337.265553968
862,299197.37202381
863,213887.457706349
864,311681.174233333
865,497374.547947619
866,294547.7417
867,75255.3131428571
868,330035.934864835
869,244880.940161905
870,206063.2438
871,270748.063057143
872,263157.062414286
873,270372.562066667
874,121217.229299267
875,618733.400866667
876,290556.3
877,359938.981533333
878,1268978.47213333
879,324848.410933333
880,166771.375731136
881,306496.366711111
882,172229.834429914
883,80390.1182333334
884,413623.1013
885,251377.915666667
886,38333.0718284381
887,52272.0196036036
888,235247.476271429
889,102840.710948352
890,180351.454147619
891,1565032.26766667
892,954713.288733333
893,392474.4972
894,284749.358666667
895,69591.1952476191
896,120259.171833333
897,195201.131133333
898,95727.6961111111
899,225768.271980131
900,226552.410419048
901,694903.7583
902,148916.691714286
903,81537.1971708438
904,835470.8356
905,116501.706867219
906,727564.743290476
907,260854.834066667
908,205307.676466667
909,326391.622287546
910,104671.189352381
911,975936.7712
912,176732.297252381
913,365675.312233333
914,86502.5265415842
915,112066.088392857
916,342551.446328571
917,337681.679619048
918,195811.6093
919,1838901.34265151
920,219498.972114286
921,178513.858833333
922,330554.5885
923,144210.635540693
924,253187.164339827
925,597134.729976191
926,439492.9318
927,89847.8332144682
928,195917.056439683
929,844417.9296
930,80777.0625945055
931,404311.734966666
932,55527.5905555556
933,115079.622662413
934,234780.930604762
935,162649.536366667
936,522298.753166667
937,284267.7594
938,50655.1368888889
939,160032.507565714
940,180961.569863492
941,199204.767480843
942,300819.686438095
943,85151.5753811391
944,43091.8442590909
945,126862.738233333
946,304095.166361905
947,188853.18502381
948,51369.7974096476
949,364139.036461905
950,299602.4866
951,348161.268042857
952,1155932.39573333
953,304686.397395238
954,915747.643566667
955,486242.195671429
956,289588.136757143
957,198355.892033333
958,545793.979245022
959,189315.68614228
960,74808.7377333333
961,107740.438809524
962,611183.056133333
963,217911.047966667
964,258455.616964469
965,145851.0021
966,414903.470233333
967,217006.174495238
968,209717.268809524
969,126338.167096526
970,581610.397066667
971,159922.1385
972,372808.983066667
973,218573.919033333
974,117226.823794139
975,1691697.98336667
976,104267.754066667
977,185444.4006
978,675897.1155
979,392316.879619048
980,183777.718766667
981,184825.751624675
982,73187.3166138888
983,189962.751047619
984,222649.347287446
985,74137.1470428571
986,209937.633528571
987,1754278.4687
988,98958.834934127
989,296890.808
990,55156.5852848739
991,699761.314766667
992,519350.791801832
993,385796.281466667
994,146107.0107
995,38686.325715873
996,310283.700866667
997,215697.009022222
998,92769.3754571429
999,189679.289445022
1000,302627.7215
1001,334935.993461539
1002,119869.3985
1003,149981.497933333
1004,307702.893
1005,545920.264866667
1006,293279.771455844
1007,528488.073215152
1008,641544.496384127
1009,222724.878404762
1010,80754.6669333333
1011,1417952.93623333
1012,290597.270457143
1013,437887.588666667
1014,119385.444166667
1015,463825.181333333
1016,491796.984
1017,240761.528076191
1018,80910.9781946887
1019,248195.637690476
1020,165747.29
1021,227971.439144444
1022,431524.674433333
1023,254402.683745455
1024,229947.365050794
1025,128168.699414286
1026,144044.507416667
1027,499661.582566667
1028,231005.046433333
1029,90685.4769826087
1030,121406.789155556
1031,408039.752233333
1032,207310.600473016
1033,119347.916272944
1034,143716.993133333
1035,211825.641668398
1036,300870.945566667
1037,88244.650561039
1038,454724.8265
1039,41615.7788047619
1040,337710.900733333
1041,279787.385966667
1042,126805.14727619
1043,79980.9306487455
1044,460304.183642735
1045,92823.3311428572
1046,293586.547073593
1047,331159.3538
1048,244736.126842857
1049,433670.8824
1050,230349.556933333
1051,67199.7721398268
1052,377422.5783
1053,161476.635428571
1054,885821.6898
1055,458794.2927
1056,43002.3213974359
1057,286163.459580952
1058,705743.994933333
1059,556972.8938
1060,349373.863133333
1061,425959.7344
1062,348351.610738889
1063,173175.6424
1064,793900.292866666
1065,112300.698509524
1066,1253274.0224
1067,588530.317561905
1068,612949.177252381
1069,67466.09085
1070,291550.469833333
1071,979510.847133334
1072,339844.267557143
1073,301273.781336364
1074,187304.358571429
1075,356333.1936
1076,425803.350157143
1077,580281.114466666
1078,643103.535733333
1079,97459.8549061784
1080,107576.023680952
1081,286440.225288889
1082,433624.473495238
1083,299721.984466667
1084,268463.584166667
1085,302331.134079365
1086,257420.105433333
1087,246022.720111111
1088,75377.8373559524
1089,120837.261685869
1090,282212.2588
1091,247446.860418398
1092,351200.2444
1093,676527.165666667
1094,289759.177593073
1095,423433.548619506
1096,650005.597833333
1097,203760.0416
1098,186180.438198413
1099,556950.561466667
1100,287946.667466667
1101,416857.505033333
1102,343217.657766667
1103,1518910.09806667
1104,740141.404
1105,491769.824333333
1106,324847.361257143
1107,266678.6157
1108,162267.504288889
1109,166683.403628571
1110,160561.8557
1111,195187.782
1112,130045.50296087
1113,280191.851504762
1114,304881.402466667
1115,718713.300366667
1116,594728.181246032
1117,45454.0344333333
1118,120923.938704762
1119,475444.191433333
1120,216787.034987879
1121,240553.587738095
1122,410145.37052381
1123,359827.4638
1124,283596.2085
1125,261821.938422222
1126,246976.8712
1127,219631.045
1128,185947.387547619
1129,855403.212666666
1130,86127.2742
1131,116763.2831
1132,266850.668442857
1133,363869.672428571
1134,344651.745680775
1135,318228.4019
1136,226119.770295238
1137,101203.110677778
1138,1025629.82056667
1139,469400.793205983
1140,32490.3430926074
1141,420979.162536508
1142,115280.680842291
1143,1214549.54223333
1144,247436.994766667
1145,167551.567633333
1146,85973.0620095238
1147,95662.9162642857
1148,304198.1097
1149,242561.160585714
1150,61687.0879
1151,180394.473039394
1152,677995.212933333
1153,244706.3734
1154,44914.1748092463
1155,265494.926033333
1156,481909.619033045
1157,104416.684962084
1158,570907.029544445
1159,194857.247609524
1160,51207.2936333333
1161,104344.133877778
1162,116222.3444
1163,383017.632219048
1164,337787.582885714
1165,106752.613714286
1166,160769.201733333
1167,325760.2479
1168,431111.705566667
1169,188292.600307937
1170,282618.471317949
1171,259606.683733333
1172,121355.944785714
1173,244969.906566667
1174,728831.882093506
1175,257066.396561905
1176,127996.592460472
1177,264800.26498718
1178,241115.349034576
1179,237110.5037
1180,47804.4670269841
1181,179042.709573809
1182,436956.847588889
1183,38026.8219953118
1184,237775.946557143
1185,458562.977966667
1186,915699.008566667
1187,981633.751666667
1188,220466.986366667
1189,296126.23854969
1190,230211.483333766
1191,272498.8042
1192,153090.837177778
1193,405894.503233333
1194,120917.0331
1195,68610.7626095238
1196,266686.808144444
1197,124418.447366667
1198,723089.549566667
1199,228382.31982381
1200,266423.842587879
1201,218057.067780952
1202,125427.393878788
1203,36722.7404
1204,38496.644817954
1205,180372.291822222
1206,285077.5302
1207,240863.957455556
1208,131849.652523809
1209,214980.336933333
1210,348409.5298
1211,95336.921006536
1212,271522.773842857
1213,365613.373645238
1214,125284.971712465
1215,152290.064533333
1216,257506.811666667
1217,362393.748903175
1218,1190807.71086667
1219,168752.896729958
1220,140185.475489947
1221,383886.226733333
1222,143926.711033333
1223,246229.689357143
1224,110794.546084282
1225,237842.005728571
1226,534347.206033333
1227,218416.676009524
1228,495593.964123809
1229,281550.6117
1230,855381.517533333
1231,271124.651733333
1232,126236.061033333
1233,103967.321450794
1234,189446.626056643
1235,104050.951566667
1236,282659.419023809
1237,139918.332766667
1238,809519.256933333
1239,739469.4246
1240,125736.475136147
1241,239722.66461634
1242,181654.017666667
1243,498057.868366667
1244,476850.799166667
1245,75709.7437333334
1246,304541.190695238
1247,128549.688226984
1248,234178.735652991
1249,138630.714118519
1250,506729.884033333
1251,137553.570695238
1252,710700.075233333
1253,418075.5926
1254,100353.969114286
1255,959816.790033333
1256,243037.436471429
1257,63316.3439435898
1258,274186.1173
1259,396865.953419914
1260,165212.5025
1261,309820.217451465
1262,453636.9539
1263,1349834.60366667
1264,146535.929128571
1265,460293.811571428
1266,70141.7284888889
1267,114421.467449206
1268,66733.8667862069
1269,747604.261266667
1270,179801.555966667
1271,227246.897666667
1272,127782.035333333
1273,370810.856223077
1274,217598.923966667
1275,315002.809333333
1276,380992.864509524
1277,332495.820166667
1278,210216.465966667
1279,296360.326251515
1280,204658.201766667
1281,136418.091568265
1282,738835.758066666
1283,351951.683937951
1284,428336.381543365
1285,353818.37199697
1286,826091.290871428
1287,420883.525352781
1288,78498.2303714286
1289,275457.0464
1290,163287.6389662
1291,208568.80268226
1292,235073.176485714
1293,70816.2976666667
1294,235455.142466667
1295,217086.266397063
1296,143979.099941825
1297,294139.697307143
1298,362270.978880952
1299,1076970.0371
1300,522055.744
1301,69013.9954166666
1302,138386.093154978
1303,319908.9394
1304,306603.925533333
1305,200732.94
1306,162683.4949
1307,195678.335128655
1308,232338.561874359
1309,337320.168133333
1310,378009.659873935
1311,52006.3546769231
1312,637281.6118
1313,295407.011804762
1314,664985.994366667
1315,252129.013133333
1316,273670.562879365
1317,255022.002655556
1318,216069.003214286
1319,477262.679057576
1320,132666.321396176
1321,287732.820666667
1322,338877.350833333
1323,272337.088882684
1324,635188.065480952
1325,267785.015933333
1326,196637.620666667
1327,233093.248018182
1328,544099.748019048
1329,82496.6379126984
1330,1065666.8298
1331,589462.29
1332,291193.374743434
1333,305487.715217582
1334,275107.314566667
1335,58726.4821904762
1336,319620.206833333
1337,222762.97415
1338,303078.683885714
1339,66542.8109833334
1340,206238.947804762
1341,1351818.45473333
1342,399358.6332
1343,627110.415944444
1344,443484.1942
1345,138190.8884
1346,112599.7631
1347,161980.8999
1348,1358279.76433333
1349,545300.8254
1350,139349.096544444
1351,195171.490866667
1352,191164.549690476
1353,1106637.83856667
1354,342445.142428572
1355,206349.774295671
1356,349294.258697369
1357,151831.489204762
1358,319025.855721612
1359,130391.539127273
1360,326683.748333333
1361,219771.628133333
1362,395790.973533333
1363,78306.099463925
1364,134494.977169231
1365,292604.671
1366,250569.744433333
1367,334831.501566667
1368,601866.6831
1369,170828.461405983
1370,379806.363433333
1371,196507.286388889
1372,351523.892738095
1373,315259.121733333
1374,127401.780623626
1375,457410.247109524
1376,256700.204022222
1377,297809.4009
1378,154705.1325
1379,134039.204466667
1380,161932.081153463
1381,853940.493677777
1382,336121.148709524
1383,562325.410304762
1384,215864.347992064
1385,383031.804766667
1386,270587.587733333
1387,280306.262357143
1388,81786.4414142857
1389,693034.637566666
1390,666625.3202
1391,1094072.50233333
1392,283216.883766667
1393,69237.2051438596
1394,129322.299266234
1395,526468.997733333
1396,112613.363333333
1397,324870.7916
1398,129706.038452381
1399,316401.480026984
1400,109926.491266667
1401,337804.730022222
1402,299678.661266667
1403,82286.1931
1404,144726.314047619
1405,107234.129255556
1406,199586.618766667
1407,316076.454007659
1408,616876.759619048
1409,952314.507083333
1410,438646.3563
1411,1082560.93466667
1412,671797.356733333
1413,394729.553928571
1414,123046.450055556
1415,191898.849164662
1416,327291.506519048
1417,662872.6449
1418,237030.002538961
1419,321327.656419192
1420,68872.5022857142
1421,181815.656833333
1422,129475.855288889
1423,112403.717033333
1424,330916.726033333
1425,185346.225927627
1426,292192.634933333
1427,453554.501633333
1428,371307.007322222
1429,129884.175961905
1430,338834.564317949
1431,283627.274179254
1432,108567.614366667
1433,344238.561733333
1434,1116592.65686667
1435,177960.533019048
1436,219607.199533333
1437,141006.990071429
1438,413472.335533333
1439,505333.997333333
1440,153141.815366667
1441,668629.668833333
1442,407705.6634
1443,209944.926147619
1444,228583.60723268
1445,413379.720347619
1446,165848.229062963
1447,66356.5852452381
1448,455310.090783333
1449,176509.2137
1450,320277.697382353
1451,429949.909366667
1452,294926.762488889
1453,211063.296266667
1454,108279.653120635
1455,234457.382764069
1456,180752.376738095
1457,280905.778373684
1458,93287.9220619048
1459,298271.228828571
1460,314408.4091
1461,703008.944411111
1462,269492.068
1463,701264.9771
1464,521753.1233
1465,284468.330619048
1466,167378.190047619
1467,164483.994233333
1468,301530.569766667
1469,296994.811749206
1470,202660.919485714
1471,1905836.68146667
1472,180948.635407359
1473,234791.777360673
1474,522327.728466667
1475,264177.670766667
1476,174169.340937229
1477,120488.0308
1478,1703713.1941
1479,480470.214519048
1480,92405.9730666666
1481,76575.0900242424
1482,98437.48898
1483,313779.61802906
1484,87522.7164857143
1485,308201.838257143
1486,223978.745834921
1487,417473.606122222
1488,67564.0724
1489,284857.764166667
1490,105288.633009524
1491,61480.8514333333
1492,461695.0459
1493,42518.7224515873
1494,293122.372811111
1495,303606.924290476
1496,73851.2957333333
1497,161019.232331089
1498,173700.549595238
1499,112101.852575092
1500,298467.450157143
1501,278660.216914286
1502,269352.522911111
1503,157034.8442
1504,104517.998722849
1505,212287.759966667
