sale_price,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
215000,202,11,11020,94330,39270,NA,W,4488,90,NA,2,1,5,2,1,3,2,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,899,2,1,1,3,NA,NA,BERWYN,60402,5462,0.28890516294397656,0.03075796411570853,0.04998169168802637,0.6094837056023434,0.03698279018674478,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.089,66771,FALSE,TRUE,TRUE
135000,203,39,39080,151550,27500,NA,W,5000,67,NA,3,1,5,3,1,3,1,5,1,0,1,1,1,2,2,2,2,2,1,2,2,0,1240,2,1,5,1,NA,NA,EVERGREEN PARK,60805,4691,0.7930078874440418,0.19185674696226815,0,0.01513536559369004,0,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.075,87500,FALSE,TRUE,TRUE
415000,295,24,24140,353800,41980,NA,T,1953,24,NA,2,1,7,2,2,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,2407,2,1,3,NA,NA,NA,SKOKIE,60077,2678,0.6299477221807319,0.0104555638536221,0.22367438386855865,0.1299477221807319,0.01194921583271098,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 72,COMMUNITY HIGH SCHOOL  219,9.784,104875,FALSE,TRUE,TRUE
78597,234,12,12044,78150,26370,NA,O,8115,53,NA,1,1,5,3,3,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1017,2,1,4,NA,NA,NA,LANSING,60438,6522,0.4207298374731677,0.4260962894817541,0.00919963201471941,0.11974854339159768,0.03603189205765102,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,15.464,51485,FALSE,TRUE,TRUE
296000,203,24,24031,211260,44950,NA,W,6200,59,NA,2,1,5,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1200,2,1,1,NA,NA,1,MORTON GROVE,60053,5829,0.5977011494252874,0.04237433522044948,0.2866700977869274,0.06313261279807857,0.02024360953851432,50647,Morton Grove,0,0,1,0,0,0,SCHOOL DISTRICT 69,COMMUNITY HIGH SCHOOL  219,12.589,78828,FALSE,TRUE,TRUE
988000,211,77,77150,310870,78750,NA,W,3150,121,2,2,2,12,6,1,3,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2448,2,2,2,NA,NA,1,CHICAGO,60647,2201,0.6201726487960019,0.01999091322126306,0.0258973194002726,0.3084961381190368,0.04725124943207633,14000,Chicago,0,0,8,1,0,0,BRENTANO,CLEMENTE HS,6.863284090909091,88942,FALSE,TRUE,TRUE
280000,202,71,71090,229040,69040,NA,W,4762,100,NA,4,1,5,3,1,1,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,961,2,1,1,NA,NA,NA,CHICAGO,60630,7859,0.5728464181193537,0.0255757729991093,0.03053823641684693,0.31683420282478686,0.10510243033464818,14000,Chicago,0,0,1,0,0,0,PRUSSING,TAFT HS,7.27,76545,FALSE,TRUE,TRUE
299500,203,29,29070,184080,44120,NA,W,9805,54,NA,1,1,6,3,1,1,1,5,1,1,3,2,0,2,NA,2,2,3,1,1,2,0,1248,2,1,1,NA,NA,NA,PALATINE,60074,5118,0.8253223915592028,0.00390777647518561,0.05177803829620946,0.0873388042203986,0.06096131301289566,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.291,109929,FALSE,TRUE,TRUE
270000,203,29,29022,179110,54340,NA,T,10868,48,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,2,2,2,2,3,3,1,2,0,1250,2,1,1,NA,NA,NA,PALATINE,60074,5958,0.337361530715005,0.06226921785834172,0.04984894259818731,0.5109097012420275,0.07771064115474992,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.099880418535127,65889,FALSE,TRUE,TRUE
67000,211,72,72130,145130,18750,NA,W,3125,120,4,1,1,16,8,1,3,2,5,2,0,1,4,0,2,2,2,2,7,NA,NA,NA,0,3124,2,2,2,3,NA,NA,CHICAGO,60621,1308,0.02522935779816514,0.9655963302752294,0.0091743119266055,0,0,14000,Chicago,0,0,6,0,0,0,NICHOLSON TECH ACAD,ROBESON HS,6.396,28304,FALSE,FALSE,TRUE
209000,206,72,72030,184930,33480,NA,W,3720,108,NA,1,1,12,6,1,3,1,5,2,0,3,3,0,NA,NA,2,2,3,2,2,2,0,2300,2,1,2,NA,NA,NA,CHICAGO,60629,4195,0.07961859356376638,0.02288438617401668,0,0.8939213349225268,0.00715137067938021,14000,Chicago,0,0,1,0,0,0,EBERHART,HUBBARD HS,6.917,47321,FALSE,TRUE,TRUE
37000,234,32,32110,79390,28800,NA,W,9600,53,NA,3,1,5,4,3,1,1,5,1,1,3,3,2,2,2,2,2,3,3,1,2,0,1437,2,1,4,NA,NA,NA,PARK FOREST,60466,3170,0.18675078864353312,0.695583596214511,0,0.00599369085173501,0.1996845425867508,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,28.651,71744,FALSE,TRUE,TRUE
121000,202,37,37181,56700,19840,NA,W,5670,65,NA,1,1,4,2,1,3,1,5,2,0,2,1,0,2,2,2,2,7,NA,NA,NA,0,824,2,1,5,1,NA,NA,LANSING,60438,4141,0.3487080415358609,0.5032600821057716,0,0.11374064235691862,0.06858246800289786,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.506,53343,FALSE,FALSE,TRUE
199000,234,72,72193,161850,35000,NA,W,5000,45,NA,3,1,6,4,3,1,2,5,1,0,3,2,0,NA,NA,2,2,3,1,2,2,0,1501,2,1,4,NA,NA,NA,CHICAGO,60652,5899,0.21766401084929649,0.1885065265299203,8.476012883539584e-4,0.590778097982709,0.00440752669944058,14000,Chicago,0,0,1,0,0,0,DURKIN PARK,BOGAN HS,6.462,68488,FALSE,TRUE,TRUE
206000,202,72,72380,162680,37500,NA,W,3750,64,NA,2,1,5,3,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,960,2,1,1,NA,NA,NA,CHICAGO,60638,5502,0.5067248273355144,0.00218102508178844,0,0.4910941475826972,0,14000,Chicago,0,0,1,0,0,0,KINZIE,KENNEDY HS,7.314,84805,FALSE,TRUE,TRUE
280000,234,16,16051,211840,31320,NA,T,6960,40,NA,3,1,7,3,3,1,1,5,1,0,3,1,1,2,2,2,2,2,2,1,2,0,1409,2,1,4,NA,NA,NA,DES PLAINES,60016,5250,0.7758095238095238,5.714285714285715e-4,0.10095238095238096,0.10742857142857144,0.03047619047619047,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,9.998,83876,FALSE,TRUE,TRUE
144000,205,31,31110,131930,35150,NA,W,7030,71,NA,2,1,5,2,1,1,1,5,2,0,2,1,0,2,NA,2,2,3,1,2,2,0,1058,2,1,2,3,NA,NA,HILLSIDE,60162,3558,0.43732433951658234,0.2653175941540191,0.04187745924676785,0.2459246767847105,0.01911186059584036,35086,Hillside,0,0,1,0,0,0,SCHOOL DISTRICT 93,PROVISO TOWNSHIP HIGH SCHOOL 209,11.781,76042,FALSE,TRUE,TRUE
291500,295,25,25270,296940,30000,NA,W,4287,37,NA,1,1,6,3,1,1,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,1837,2,1,2,NA,NA,NA,NORTHBROOK,60062,4527,0.8330019880715706,0.00795228628230616,0.14004859730505853,0.0083940799646565,0.02120609675281643,53481,Northbrook,0,0,5,1,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.199,109886,FALSE,TRUE,TRUE
313400,204,19,19050,317930,80330,NA,T,13972,33,NA,3,1,8,4,1,3,1,5,1,1,2,2,0,2,NA,1,2,4,2,1,1,294,2772,2,1,5,1,NA,NA,LEMONT,60439,5663,0.8855730178350697,0.01271410912943669,0.03372770616281123,0.04926717287656719,0.03743598799223027,42795,Lemont,0,0,6,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.564,106656,FALSE,TRUE,TRUE
420000,203,76,76030,172290,137500,NA,W,3125,48,NA,2,1,5,3,1,1,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1080,2,1,1,NA,NA,NA,CHICAGO,60616,2881,0.3974314474140923,0.00347101700798333,0.388753904894134,0.202707393266227,0.01527247483512669,14000,Chicago,0,0,1,0,0,0,HEALY,TILDEN HS,7.266,80000,FALSE,TRUE,TRUE
174500,203,28,28022,116930,32500,NA,O,7649,59,NA,1,1,5,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1044,2,1,1,NA,NA,NA,ORLAND PARK,60462,5109,0.830886670581327,0.04952045410060677,0.08064200430612645,0.02446662752006263,0.02896848698375416,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,8.807,104861,FALSE,TRUE,TRUE
222000,203,13,13080,136160,28170,NA,W,10245,57,NA,1,1,7,3,1,3,1,5,2,0,1,1,1,2,NA,2,2,3,1,2,2,0,1680,2,1,5,1,NA,1,OAK FOREST,60452,6335,0.7818468823993686,0.03630623520126282,0.04972375690607734,0.1292817679558011,0.00568271507498026,54638,Oak Forest,0,0,1,0,0,0,SCHOOL DISTRICT  142,COMMUNITY HIGH SCHOOL  228,14.658,61461,FALSE,TRUE,TRUE
235000,204,29,29080,267180,62250,NA,W,19155,63,NA,3,1,6,3,3,3,1,NA,1,0,3,2,0,2,2,2,2,2,1,2,2,0,1961,2,1,1,NA,NA,NA,PALATINE,60067,7328,0.6252729257641921,0.01350982532751091,0.2667849344978166,0.06154475982532751,0.06577510917030567,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.099880418535127,111635,FALSE,TRUE,TRUE
182500,203,72,72321,90910,17180,NA,W,3125,54,NA,1,1,5,2,1,3,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1080,2,1,1,NA,NA,NA,CHICAGO,60628,4359,0.00229410415232851,0.9740766230786878,0,2.2941041523285156e-4,0.04679972470750172,14000,Chicago,0,0,1,0,0,0,FERNWOOD,JULIAN HS,7.282,60755,FALSE,TRUE,TRUE
15500,202,72,72171,50320,20310,NA,W,3125,124,NA,1,1,9,4,1,3,1,5,2,0,2,1,1,NA,NA,2,2,1,1,2,2,0,880,2,1,1,3,NA,NA,CHICAGO,60636,1615,0.00990712074303405,0.9671826625386996,0,0.00247678018575851,0.04086687306501548,14000,Chicago,0,0,6,1,0,0,BASS,ROBESON HS,7.145,19676,FALSE,TRUE,TRUE
195000,203,29,29050,187100,70750,NA,T,21770,58,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,4,1,2,2,0,1203,2,1,1,NA,NA,1,PALATINE,60067,7294,0.663421990677269,0.04085549766931724,0.13531669865642995,0.15204277488346588,0.01494378941595832,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,11.514,65639,FALSE,TRUE,TRUE
355000,295,29,29060,308810,17480,NA,W,2119,8,NA,1,1,7,3,1,1,1,5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,1906,2,1,2,NA,NA,NA,PALATINE,60067,2855,0.7765323992994746,0.00700525394045534,0.07915936952714536,0.1190893169877408,0.03642732049036777,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,11.11,91122,FALSE,TRUE,TRUE
230000,278,18,18070,242940,34920,NA,W,11640,28,NA,1,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,0,2986,2,1,2,NA,NA,NA,HANOVER PARK,60133,2507,0.1910650179497407,0.08934982050259274,0.1683286796968488,0.5492620662145992,0.00199441563621858,32746,Hanover Park,0,0,1,0,0,1,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,12.58,58650,FALSE,TRUE,TRUE
178000,295,32,32230,134570,18200,NA,W,1820,18,NA,3,1,5,2,1,3,1,5,1,0,3,1,1,2,2,2,2,3,2,2,2,0,1196,2,1,2,NA,NA,NA,TINLEY PARK,60477,9088,0.2496698943661972,0.597931338028169,0.01155369718309859,0.12026848591549295,0.03510123239436619,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,17.909,77098,FALSE,TRUE,TRUE
295000,204,28,28036,233420,43750,VG,W,8750,44,NA,2,1,8,4,3,3,1,5,1,0,3,2,0,2,NA,2,2,3,2,1,2,426,2191,2,1,1,NA,NA,NA,ORLAND PARK,60462,6677,0.8601168189306575,0.02531076830912086,0.00748839299086416,0.1007937696570316,0.01258050022465179,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,CONSOLIDATED HIGH SCHOOL  230,12.579,73825,FALSE,TRUE,TRUE
70000,211,77,77011,133890,42160,NA,O,4960,107,2,1,1,10,4,1,3,1,5,2,0,3,2,0,2,NA,2,2,3,2,2,2,0,1764,2,2,2,NA,NA,1,CHICAGO,60651,2427,0.0057684384013185,0.8174701277297075,0.0053564070869386,0.17140502678203542,0,14000,Chicago,0,0,1,0,0,0,LEWIS,ORR HS,6.803920910724985,32500,FALSE,TRUE,TRUE
210000,203,72,72200,126800,26250,NA,T,3750,65,NA,2,1,7,4,1,3,1,5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1411,2,1,5,1,NA,NA,CHICAGO,60629,6851,0.04057801780761932,0.40023354254853305,5.838563713326521e-4,0.530871405634214,0.05181725295577288,14000,Chicago,0,0,1,0,0,0,TARKINGTON,BOGAN HS,7.192,54425,FALSE,TRUE,TRUE
350000,295,25,25021,218930,68400,NA,W,6515,43,NA,2,2,6,4,1,3,1,5,1,0,3,2,0,NA,NA,2,2,3,2,1,2,0,1584,2,1,1,NA,NA,NA,NORTHBROOK,60062,4527,0.8330019880715706,0.00795228628230616,0.14004859730505853,0.0083940799646565,0.02120609675281643,53481,Northbrook,0,0,1,0,0,1,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.907,109886,FALSE,TRUE,TRUE
50000,234,72,72171,42110,22680,NA,W,3025,47,NA,1,1,4,2,3,1,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,969,2,1,4,NA,NA,NA,CHICAGO,60636,2016,0.01934523809523809,0.9439484126984128,0,0.01934523809523809,0.03472222222222222,14000,Chicago,0,0,1,0,0,1,WENTWORTH,HARPER HS,7.266,20919,FALSE,FALSE,TRUE
220000,203,22,22080,282660,49370,AV,T,7315,62,NA,2,1,5,3,1,1,1,5,1,2,3,1,2,2,NA,2,2,3,2,1,2,0,1420,2,1,1,NA,NA,NA,NILES,60714,3956,0.6948938321536906,0.04322548028311426,0.1127401415571284,0.10667340748230536,0.08493427704752275,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.79,79958,FALSE,TRUE,TRUE
404000,204,30,30062,316980,65000,NA,W,10400,16,NA,2,1,7,3,3,3,1,5,1,1,3,2,1,2,2,2,2,5,2,1,2,0,2605,2,1,1,NA,NA,NA,PALOS PARK,60464,5606,0.8480199785943632,0.01944345344273992,0.02408134141990724,0.08383874420264002,0.04584373885123082,NA,NA,0,0,4,1,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,8.369,88750,FALSE,TRUE,TRUE
110000,295,13,13160,127090,7430,NA,W,2478,17,NA,1,1,6,2,2,3,1,5,1,0,3,1,1,2,2,2,2,3,2,1,2,0,1162,2,1,1,NA,NA,NA,TINLEY PARK,60477,5257,0.0831272588929047,0.8889100247289329,0,0.0199733688415446,0.00798934753661784,54638,Oak Forest,0,0,6,1,0,1,SCHOOL DISTRICT 145,COMMUNITY HIGH SCHOOL  228,15.125,48975,FALSE,TRUE,TRUE
44900,203,32,32110,72150,29830,NA,O,9180,54,NA,1,1,5,3,1,1,1,5,1,0,3,1,0,NA,NA,2,2,4,1,2,2,0,1220,2,1,1,NA,NA,NA,PARK FOREST,60466,3170,0.18675078864353312,0.695583596214511,0,0.00599369085173501,0.1996845425867508,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,29.484,71744,FALSE,TRUE,TRUE
275000,205,71,71440,201680,61970,NA,W,6197,68,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1127,2,1,2,NA,NA,NA,CHICAGO,60656,5696,0.8218047752808989,0.00280898876404494,0.02528089887640449,0.10445926966292136,0.08321629213483146,14000,Chicago,1,0,1,0,0,0,ORIOLE PARK,TAFT HS,6.396,75759,FALSE,TRUE,TRUE
200000,202,31,31020,62660,22050,NA,W,4410,68,NA,1,1,4,2,2,3,1,5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,849,2,1,1,NA,NA,NA,BELLWOOD,60104,5922,0.03917595406957109,0.6761229314420804,0.02043228638973319,0.2595406957109085,0.00945626477541371,04975,Bellwood,0,0,1,0,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,19.047,61484,FALSE,TRUE,TRUE
339000,203,76,76060,276070,63520,NA,W,3176,4,NA,2,1,6,3,1,1,1,5,1,0,3,2,1,2,2,2,2,7,NA,NA,NA,0,1360,2,1,1,NA,NA,NA,CHICAGO,60632,3872,0.17794421487603307,0.01807851239669421,0.2931301652892562,0.5108471074380165,0,14000,Chicago,0,0,1,0,0,1,BURROUGHS,KELLY HS,7.266,48622,FALSE,FALSE,TRUE
745900,211,71,71070,388990,74990,NA,W,4687,93,3,2,1,9,6,1,3,1,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,3992,2,2,2,NA,NA,NA,CHICAGO,60618,7891,0.3307565581041693,0.00329489291598023,0.04802940058294259,0.6155113420352301,0.00481561272335572,14000,Chicago,0,0,5,0,0,0,REILLY,SCHURZ HS,6.79,60745,FALSE,FALSE,TRUE
271000,234,24,24031,244350,54370,NA,T,7500,61,NA,3,1,6,3,3,1,2,5,2,0,3,1,1,2,2,2,2,3,2,2,2,0,1353,2,1,4,NA,NA,NA,MORTON GROVE,60053,3977,0.6009554940910233,0.01458385717877797,0.27935629871762635,0.09127483027407592,0.02413879808901181,50647,Morton Grove,0,0,1,0,0,0,SCHOOL DISTRICT 70,COMMUNITY HIGH SCHOOL  219,10.69,94471,FALSE,TRUE,TRUE
60000,212,77,77011,179400,26560,NA,W,3125,97,3,2,2,5,2,3,3,2,5,2,0,1,3,1,2,2,2,2,2,2,2,2,0,3294,2,2,2,3,NA,NA,CHICAGO,60639,2427,0.0057684384013185,0.8174701277297075,0.0053564070869386,0.17140502678203542,0,14000,Chicago,0,0,2,1,0,1,LEWIS,ORR HS,6.867,32500,FALSE,TRUE,TRUE
165000,234,28,28040,155870,28120,AV,W,7500,45,NA,1,1,6,4,1,1,1,5,1,0,3,1,1,2,NA,2,2,4,1,2,2,0,775,2,1,4,NA,NA,NA,ORLAND HILLS,60487,8000,0.7105,0.098375,0.071125,0.11025,0.018,56627,Orland Hills,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,10.05,85932,FALSE,TRUE,TRUE
117000,203,37,37130,45660,13310,NA,W,4840,56,NA,2,1,6,3,2,3,1,5,2,0,3,1,0,2,2,2,2,2,1,2,2,0,1100,2,1,1,NA,NA,NA,HAZEL CREST,60429,2876,0.12273991655076497,0.7280945757997218,0.00556328233657858,0.13212795549374132,0.02016689847009735,33695,Hazel Crest,0,0,6,1,0,0,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,24.853,36657,FALSE,TRUE,TRUE
196000,295,28,28015,157650,24630,NA,W,2737,24,NA,3,1,6,2,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,1604,2,1,2,NA,NA,NA,ORLAND PARK,60467,5713,0.8767722737615964,0.00350078767722737,0.0869945737791003,0.02678102573078943,0.01190267810257307,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,10.356,98854,FALSE,TRUE,TRUE
130000,203,13,13010,71850,10840,NA,O,6198,23,NA,3,1,6,3,2,3,1,5,1,1,3,2,0,2,NA,2,2,3,3,1,2,0,1442,2,1,1,NA,NA,NA,BLUE ISLAND,60406,4724,0.06117696867061812,0.8685436071126165,0.0025402201524132,0.04699407281964437,0.03386960203217612,06704,Blue Island,0,0,1,0,0,0,SCHOOL DISTRICT  143 1/2,COMMUNITY HIGH SCHOOL  218,13.289,26342,FALSE,TRUE,TRUE
